,STNAME,STATE,YEAR,rep_vote_pct,linear_model_predictions,polynomial4_only_predictions,polynomial_3_only_predictions,polynomial_2_predictions,electoral_votes,actual_result,linear_result,poly_4_result,poly_3_result,poly_2_result,actual_result_mapped,linear_result_mapped,poly_4_result_mapped,poly_3_result_mapped,poly_2_result_mapped
99,West Virginia,54,2004,0.5646648206684256,0.5369152486504687,0.4602411493228473,0.4508469878851713,0.46101230148354233,5,1.0,1.0,0.0,0.0,0.0,REPUBLICAN,REPUBLICAN,DEMOCRAT,DEMOCRAT,DEMOCRAT
100,Wisconsin,55,2004,0.4980819672573075,0.5726259991063838,0.5667345492977844,0.5645726240039579,0.5739424785729454,10,0.0,1.0,1.0,1.0,1.0,DEMOCRAT,REPUBLICAN,REPUBLICAN,REPUBLICAN,REPUBLICAN
101,Wyoming,56,2004,0.7031270317317171,0.6160253638706399,0.6360883256235681,0.6327006506847539,0.5878710121788231,3,1.0,1.0,1.0,1.0,1.0,REPUBLICAN,REPUBLICAN,REPUBLICAN,REPUBLICAN,REPUBLICAN
102,Alabama,1,2008,0.6089090275357267,0.4485671012132011,0.5472834870795609,0.5537192144790168,0.5436717230867956,9,1.0,0.0,1.0,1.0,1.0,REPUBLICAN,DEMOCRAT,REPUBLICAN,REPUBLICAN,REPUBLICAN
103,Alaska,2,2008,0.610647849165971,0.6668816803360618,0.6424986550801535,0.6388166691527459,0.6130809327691438,3,1.0,1.0,1.0,1.0,1.0,REPUBLICAN,REPUBLICAN,REPUBLICAN,REPUBLICAN,REPUBLICAN
104,Arizona,4,2008,0.5431390071961633,0.5199564743433145,0.5429183187731823,0.540057451969588,0.539644926038072,10,1.0,1.0,1.0,1.0,1.0,REPUBLICAN,REPUBLICAN,REPUBLICAN,REPUBLICAN,REPUBLICAN
105,Arkansas,5,2008,0.6017172061071726,0.4997985233473563,0.5099774305313858,0.5091908308452844,0.5363918567427035,6,1.0,0.0,1.0,1.0,1.0,REPUBLICAN,DEMOCRAT,REPUBLICAN,REPUBLICAN,REPUBLICAN
106,California,6,2008,0.3772155040841459,0.47180427695015625,0.4495445625837178,0.44035630790192215,0.4185497247461427,55,0.0,0.0,0.0,0.0,0.0,DEMOCRAT,DEMOCRAT,DEMOCRAT,DEMOCRAT,DEMOCRAT
107,Colorado,8,2008,0.4544936530682658,0.5777682079953768,0.5843936179446345,0.5855557948296592,0.5839707450424285,9,0.0,1.0,1.0,1.0,1.0,DEMOCRAT,REPUBLICAN,REPUBLICAN,REPUBLICAN,REPUBLICAN
108,Connecticut,9,2008,0.3856959145923558,0.4755551082918723,0.4690236771177396,0.4715781538907038,0.4467973946084669,7,0.0,0.0,0.0,0.0,0.0,DEMOCRAT,DEMOCRAT,DEMOCRAT,DEMOCRAT,DEMOCRAT
109,Delaware,10,2008,0.3736186135011144,0.451656384022173,0.5007425349801551,0.5024773913396103,0.4928783498956264,3,0.0,0.0,1.0,1.0,0.0,DEMOCRAT,DEMOCRAT,REPUBLICAN,REPUBLICAN,DEMOCRAT
110,District of Columbia,11,2008,0.0659923166658433,0.31655078191304575,0.17123532373690153,0.1658999631689113,0.1314852136650515,3,0.0,0.0,0.0,0.0,0.0,DEMOCRAT,DEMOCRAT,DEMOCRAT,DEMOCRAT,DEMOCRAT
111,Florida,12,2008,0.4858226698483222,0.4512029984117705,0.43496704844155687,0.4385933664864865,0.42736641850657975,27,0.0,0.0,0.0,0.0,0.0,DEMOCRAT,DEMOCRAT,DEMOCRAT,DEMOCRAT,DEMOCRAT
112,Georgia,13,2008,0.5262796371119487,0.4744857673660885,0.48390919511410146,0.4812412404938584,0.5161295925069638,15,1.0,0.0,0.0,0.0,1.0,REPUBLICAN,DEMOCRAT,DEMOCRAT,DEMOCRAT,REPUBLICAN
113,Hawaii,15,2008,0.2702443731346632,0.41953457576723574,0.34900717392640246,0.34041205119842743,0.370803600383141,4,0.0,0.0,0.0,0.0,0.0,DEMOCRAT,DEMOCRAT,DEMOCRAT,DEMOCRAT,DEMOCRAT
114,Idaho,16,2008,0.6302458980502055,0.6049132660046901,0.6247646510521392,0.6183999747386792,0.5838272979447083,4,1.0,1.0,1.0,1.0,1.0,REPUBLICAN,REPUBLICAN,REPUBLICAN,REPUBLICAN,REPUBLICAN
115,Illinois,17,2008,0.3726751907836806,0.4935388952570574,0.49387579197806275,0.4924964996676948,0.48442636783462234,21,0.0,0.0,0.0,0.0,0.0,DEMOCRAT,DEMOCRAT,DEMOCRAT,DEMOCRAT,DEMOCRAT
116,Indiana,18,2008,0.4947804655462191,0.5395124916371499,0.529065538671766,0.5283281498615935,0.5407867109041504,11,0.0,1.0,1.0,1.0,1.0,DEMOCRAT,REPUBLICAN,REPUBLICAN,REPUBLICAN,REPUBLICAN
117,Iowa,19,2008,0.4515122221053265,0.5586065912464213,0.5206450415872936,0.5221579876737081,0.5077168543844195,7,0.0,1.0,1.0,1.0,1.0,DEMOCRAT,REPUBLICAN,REPUBLICAN,REPUBLICAN,REPUBLICAN
118,Kansas,20,2008,0.5761227581890944,0.552679369305185,0.5550059722667342,0.552736320645991,0.5490043854069384,6,1.0,1.0,1.0,1.0,1.0,REPUBLICAN,REPUBLICAN,REPUBLICAN,REPUBLICAN,REPUBLICAN
119,Kentucky,21,2008,0.5823342758770461,0.5298901034691026,0.4946248241271931,0.4927221149934127,0.5086601095040848,8,1.0,1.0,0.0,0.0,1.0,REPUBLICAN,REPUBLICAN,DEMOCRAT,DEMOCRAT,REPUBLICAN
120,Louisiana,22,2008,0.5949531221415545,0.4406824199868633,0.548478640476759,0.5506936736670127,0.5380656131190449,9,1.0,0.0,1.0,1.0,1.0,REPUBLICAN,DEMOCRAT,REPUBLICAN,REPUBLICAN,REPUBLICAN
121,Maine,23,2008,0.4117047501659239,0.5314127285836179,0.43507197200214875,0.4178316327012226,0.4254001518583763,4,0.0,1.0,0.0,0.0,0.0,DEMOCRAT,REPUBLICAN,DEMOCRAT,DEMOCRAT,DEMOCRAT
122,Maryland,24,2008,0.3706991270711446,0.42061743819740594,0.5101852459620133,0.5111436560879241,0.48180330136185034,10,0.0,0.0,1.0,1.0,0.0,DEMOCRAT,DEMOCRAT,REPUBLICAN,REPUBLICAN,DEMOCRAT
123,Massachusetts,25,2008,0.3680349871954352,0.4859763546864282,0.4784404046475501,0.48027141343749236,0.4459701138566956,12,0.0,0.0,0.0,0.0,0.0,DEMOCRAT,DEMOCRAT,DEMOCRAT,DEMOCRAT,DEMOCRAT
124,Michigan,26,2008,0.4162869842384548,0.5173816543818122,0.5252253135981491,0.5235102147601509,0.5710866129179735,17,0.0,1.0,1.0,1.0,1.0,DEMOCRAT,REPUBLICAN,REPUBLICAN,REPUBLICAN,REPUBLICAN
125,Minnesota,27,2008,0.4477062500460726,0.5766163811012279,0.5711143529844165,0.5703901776061713,0.5857835792421398,10,0.0,1.0,1.0,1.0,1.0,DEMOCRAT,REPUBLICAN,REPUBLICAN,REPUBLICAN,REPUBLICAN
126,Mississippi,28,2008,0.5663854141666517,0.42588309135917246,0.5913735799097708,0.596301672771645,0.5532939516367676,6,1.0,0.0,1.0,1.0,1.0,REPUBLICAN,DEMOCRAT,REPUBLICAN,REPUBLICAN,REPUBLICAN
127,Missouri,29,2008,0.5006757914967664,0.5102821998582754,0.5019124511959916,0.5006050126677195,0.5240241814518782,11,1.0,1.0,1.0,1.0,1.0,REPUBLICAN,REPUBLICAN,REPUBLICAN,REPUBLICAN,REPUBLICAN
128,Montana,30,2008,0.512293704413297,0.5842349668842153,0.568644079481075,0.5817588822985726,0.5789809330775739,3,1.0,1.0,1.0,1.0,1.0,REPUBLICAN,REPUBLICAN,REPUBLICAN,REPUBLICAN,REPUBLICAN
129,Nebraska,31,2008,0.5760907442216564,0.5592766239505789,0.5535120282627943,0.5523642703000888,0.5379369630453041,5,1.0,1.0,1.0,1.0,1.0,REPUBLICAN,REPUBLICAN,REPUBLICAN,REPUBLICAN,REPUBLICAN
130,Nevada,32,2008,0.4361326187480389,0.5620366278774545,0.5693226753526446,0.5697905739008604,0.5231330474049045,5,0.0,1.0,1.0,1.0,1.0,DEMOCRAT,REPUBLICAN,REPUBLICAN,REPUBLICAN,REPUBLICAN
131,New Hampshire,33,2008,0.4513145887989049,0.5617657661943882,0.511167166061675,0.5137180438783844,0.49888144865818873,4,0.0,1.0,1.0,1.0,0.0,DEMOCRAT,REPUBLICAN,REPUBLICAN,REPUBLICAN,DEMOCRAT
132,New Jersey,34,2008,0.4213537012857605,0.4520144459485542,0.44195332669487897,0.4408659841249687,0.4292498291722069,15,0.0,0.0,0.0,0.0,0.0,DEMOCRAT,DEMOCRAT,DEMOCRAT,DEMOCRAT,DEMOCRAT
133,New Mexico,35,2008,0.4233509998120241,0.41748431933548913,0.45282817695274247,0.4536322349448767,0.5182124392244276,5,0.0,0.0,0.0,0.0,1.0,DEMOCRAT,DEMOCRAT,DEMOCRAT,DEMOCRAT,REPUBLICAN
134,New York,36,2008,0.3650557414951388,0.4264661942773622,0.40115065387370663,0.3968834409515978,0.37614523304500835,31,0.0,0.0,0.0,0.0,0.0,DEMOCRAT,DEMOCRAT,DEMOCRAT,DEMOCRAT,DEMOCRAT
135,North Carolina,37,2008,0.4983403669993269,0.48009409553122273,0.506920522485224,0.5060560351719658,0.5308383694956333,15,0.0,0.0,1.0,1.0,1.0,DEMOCRAT,DEMOCRAT,REPUBLICAN,REPUBLICAN,REPUBLICAN
136,North Dakota,38,2008,0.5440865628196813,0.6089165121746376,0.6092150497816817,0.6162670854568262,0.6062446982007117,3,1.0,1.0,1.0,1.0,1.0,REPUBLICAN,REPUBLICAN,REPUBLICAN,REPUBLICAN,REPUBLICAN
137,Ohio,39,2008,0.4769166738440683,0.5059758014624132,0.49821729730235376,0.49614032293946764,0.5221957571405724,20,0.0,1.0,0.0,0.0,1.0,DEMOCRAT,REPUBLICAN,DEMOCRAT,DEMOCRAT,REPUBLICAN
138,Oklahoma,40,2008,0.656450811226935,0.5104383975054141,0.5207649369491989,0.5188832407251596,0.5561771143417786,7,1.0,1.0,1.0,1.0,1.0,REPUBLICAN,REPUBLICAN,REPUBLICAN,REPUBLICAN,REPUBLICAN
139,Oregon,41,2008,0.4158627882277282,0.5505816059672224,0.551714947760864,0.5487768518064371,0.5333462457961531,7,0.0,1.0,1.0,1.0,1.0,DEMOCRAT,REPUBLICAN,REPUBLICAN,REPUBLICAN,REPUBLICAN
140,Pennsylvania,42,2008,0.4478920407940089,0.4933416117915015,0.47883803303216865,0.4757382417483882,0.48904757975198976,21,0.0,0.0,0.0,0.0,0.0,DEMOCRAT,DEMOCRAT,DEMOCRAT,DEMOCRAT,DEMOCRAT
141,Rhode Island,44,2008,0.3580186249085422,0.47726879791789223,0.46451528204945447,0.46961756332055415,0.405246016462236,4,0.0,0.0,0.0,0.0,0.0,DEMOCRAT,DEMOCRAT,DEMOCRAT,DEMOCRAT,DEMOCRAT
142,South Carolina,45,2008,0.5454442918920913,0.45359625217304034,0.5403799124355899,0.5432605159249277,0.5571839272546768,8,1.0,0.0,1.0,1.0,1.0,REPUBLICAN,DEMOCRAT,REPUBLICAN,REPUBLICAN,REPUBLICAN
143,South Dakota,46,2008,0.5429570723411538,0.5761620192335544,0.5623778237418549,0.5669580624918638,0.5905519968396788,3,1.0,1.0,1.0,1.0,1.0,REPUBLICAN,REPUBLICAN,REPUBLICAN,REPUBLICAN,REPUBLICAN
144,Tennessee,47,2008,0.5763147180235446,0.4928244023004327,0.5100495716959514,0.5100682831767642,0.5336772931084184,11,1.0,0.0,1.0,1.0,1.0,REPUBLICAN,DEMOCRAT,REPUBLICAN,REPUBLICAN,REPUBLICAN
145,Texas,48,2008,0.5593593675094072,0.4838642714539496,0.48949294206672533,0.4928827306464143,0.5075616944734804,34,1.0,0.0,0.0,0.0,1.0,REPUBLICAN,DEMOCRAT,DEMOCRAT,DEMOCRAT,REPUBLICAN
146,Utah,49,2008,0.6452636137274007,0.6257027324896978,0.63619834585608,0.6431006406077842,0.6789260678873674,5,1.0,1.0,1.0,1.0,1.0,REPUBLICAN,REPUBLICAN,REPUBLICAN,REPUBLICAN,REPUBLICAN
147,Vermont,50,2008,0.311008182606619,0.5561010985265673,0.4863918752739238,0.48679121622338073,0.47654295541204306,3,0.0,1.0,0.0,0.0,0.0,DEMOCRAT,REPUBLICAN,DEMOCRAT,DEMOCRAT,DEMOCRAT
148,Virginia,51,2008,0.4681741559387244,0.4902705582254452,0.5127871047957271,0.5109878544662791,0.5505130516247974,13,0.0,0.0,1.0,1.0,1.0,DEMOCRAT,DEMOCRAT,REPUBLICAN,REPUBLICAN,REPUBLICAN
149,Washington,53,2008,0.4124797319789105,0.5572008913049338,0.5625836075850472,0.5588236200512,0.5773442128284714,11,0.0,1.0,1.0,1.0,1.0,DEMOCRAT,REPUBLICAN,REPUBLICAN,REPUBLICAN,REPUBLICAN
150,West Virginia,54,2008,0.5667374376713725,0.5387919914896235,0.46778183109958604,0.4603175558424226,0.4716225182925271,5,1.0,1.0,0.0,0.0,0.0,REPUBLICAN,REPUBLICAN,DEMOCRAT,DEMOCRAT,DEMOCRAT
151,Wisconsin,55,2008,0.4294432175218158,0.5682195122519302,0.5589526736397445,0.5594447233832653,0.5659635152749232,10,0.0,1.0,1.0,1.0,1.0,DEMOCRAT,REPUBLICAN,REPUBLICAN,REPUBLICAN,REPUBLICAN
152,Wyoming,56,2008,0.6656202335509591,0.6227269504096435,0.6500018469221018,0.647401452853785,0.5857181347968137,3,1.0,1.0,1.0,1.0,1.0,REPUBLICAN,REPUBLICAN,REPUBLICAN,REPUBLICAN,REPUBLICAN
153,Alabama,1,2012,0.6121622853343771,0.44509141699078647,0.5435128241926392,0.5495249535973983,0.5508731401835973,9,1.0,0.0,1.0,1.0,1.0,REPUBLICAN,DEMOCRAT,REPUBLICAN,REPUBLICAN,REPUBLICAN
154,Alaska,2,2012,0.5731529048156038,0.6506407763537636,0.5946189483187325,0.5867448838051814,0.5947980429217807,3,1.0,1.0,1.0,1.0,1.0,REPUBLICAN,REPUBLICAN,REPUBLICAN,REPUBLICAN,REPUBLICAN
155,Arizona,4,2012,0.5461338022370319,0.4856487271384591,0.5053986489525855,0.5002713154758993,0.48714132134563215,11,1.0,0.0,1.0,1.0,0.0,REPUBLICAN,DEMOCRAT,REPUBLICAN,REPUBLICAN,DEMOCRAT
156,Arkansas,5,2012,0.6215440535122961,0.4982625527105662,0.5084973513174234,0.5072778627511809,0.5407896824313667,6,1.0,0.0,1.0,1.0,1.0,REPUBLICAN,DEMOCRAT,REPUBLICAN,REPUBLICAN,REPUBLICAN
157,California,6,2012,0.3812718883670338,0.4348936443631879,0.36525853640457484,0.3669244754438381,0.3532829509963662,55,0.0,0.0,0.0,0.0,0.0,DEMOCRAT,DEMOCRAT,DEMOCRAT,DEMOCRAT,DEMOCRAT
158,Colorado,8,2012,0.4724989314399086,0.5484020915740135,0.5687812047767906,0.5621801377587872,0.5470998403220051,9,0.0,1.0,1.0,1.0,1.0,DEMOCRAT,REPUBLICAN,REPUBLICAN,REPUBLICAN,REPUBLICAN
159,Connecticut,9,2012,0.412274225230929,0.45665502496428,0.4451257154997208,0.44868071353975836,0.43533123836532894,7,0.0,0.0,0.0,0.0,0.0,DEMOCRAT,DEMOCRAT,DEMOCRAT,DEMOCRAT,DEMOCRAT
160,Delaware,10,2012,0.4055304508072184,0.43293613615029525,0.49661213003778215,0.4970301372330539,0.4848346830197059,3,0.0,0.0,0.0,0.0,0.0,DEMOCRAT,DEMOCRAT,DEMOCRAT,DEMOCRAT,DEMOCRAT
161,District of Columbia,11,2012,0.0741235079788248,0.3412964779874459,0.013012663296642302,0.03354788230159045,0.12102170944290691,3,0.0,0.0,0.0,0.0,0.0,DEMOCRAT,DEMOCRAT,DEMOCRAT,DEMOCRAT,DEMOCRAT
162,Florida,12,2012,0.4955774786063376,0.4235087135122013,0.3922026926925568,0.3962348679258838,0.3942721410548913,29,0.0,0.0,0.0,0.0,0.0,DEMOCRAT,DEMOCRAT,DEMOCRAT,DEMOCRAT,DEMOCRAT
163,Georgia,13,2012,0.5395664909805672,0.4410499900847,0.4671940848552012,0.46484077260360834,0.4768799645527366,16,1.0,0.0,0.0,0.0,0.0,REPUBLICAN,DEMOCRAT,DEMOCRAT,DEMOCRAT,DEMOCRAT
164,Hawaii,15,2012,0.2830902404711577,0.39411537374780004,0.34531387420238246,0.3434296291133734,0.35377906336214693,4,0.0,0.0,0.0,0.0,0.0,DEMOCRAT,DEMOCRAT,DEMOCRAT,DEMOCRAT,DEMOCRAT
165,Idaho,16,2012,0.6642138684357534,0.5800814500777585,0.5954339645084801,0.5886774190927611,0.5524906737962993,4,1.0,1.0,1.0,1.0,1.0,REPUBLICAN,REPUBLICAN,REPUBLICAN,REPUBLICAN,REPUBLICAN
166,Illinois,17,2012,0.414211811010485,0.46990950122520747,0.4649669507080816,0.46455534879623883,0.45449472945127667,20,0.0,0.0,0.0,0.0,0.0,DEMOCRAT,DEMOCRAT,DEMOCRAT,DEMOCRAT,DEMOCRAT
167,Indiana,18,2012,0.5520037459732731,0.5265443029373107,0.5166310039339024,0.5157825748442519,0.5302365566101983,11,1.0,1.0,1.0,1.0,1.0,REPUBLICAN,REPUBLICAN,REPUBLICAN,REPUBLICAN,REPUBLICAN
168,Iowa,19,2012,0.4704064807189982,0.5617089829022941,0.5366093151285654,0.5400775527742212,0.5272456354342907,6,0.0,1.0,1.0,1.0,1.0,DEMOCRAT,REPUBLICAN,REPUBLICAN,REPUBLICAN,REPUBLICAN
169,Kansas,20,2012,0.6106033634972299,0.5414318178365045,0.5436056635395161,0.5409802010284324,0.537787130822565,6,1.0,1.0,1.0,1.0,1.0,REPUBLICAN,REPUBLICAN,REPUBLICAN,REPUBLICAN,REPUBLICAN
170,Kentucky,21,2012,0.6154277239380491,0.5372357043908678,0.5134190476032643,0.5124135003451471,0.5377058434464388,8,1.0,1.0,1.0,1.0,1.0,REPUBLICAN,REPUBLICAN,REPUBLICAN,REPUBLICAN,REPUBLICAN
171,Louisiana,22,2012,0.5874682561411397,0.45474754347700364,0.5331123053404312,0.532351931855473,0.5688027984866721,8,1.0,0.0,1.0,1.0,1.0,REPUBLICAN,DEMOCRAT,REPUBLICAN,REPUBLICAN,REPUBLICAN
172,Maine,23,2012,0.4214007860642288,0.5277937980299505,0.43809318423482324,0.42477753199175083,0.44181052409611254,4,0.0,1.0,0.0,0.0,0.0,DEMOCRAT,REPUBLICAN,DEMOCRAT,DEMOCRAT,DEMOCRAT
173,Maryland,24,2012,0.3667827421309402,0.4045926801616493,0.49763789224774513,0.495411768249312,0.46178279426854374,10,0.0,0.0,0.0,0.0,0.0,DEMOCRAT,DEMOCRAT,DEMOCRAT,DEMOCRAT,DEMOCRAT
174,Massachusetts,25,2012,0.3821431925093999,0.46523902749878454,0.46020682371064225,0.46250336280230897,0.43309726702499063,11,0.0,0.0,0.0,0.0,0.0,DEMOCRAT,DEMOCRAT,DEMOCRAT,DEMOCRAT,DEMOCRAT
175,Michigan,26,2012,0.4519946792882212,0.4988034727806454,0.5114796058781153,0.5095402563361091,0.5604607538907089,16,0.0,0.0,1.0,1.0,1.0,DEMOCRAT,DEMOCRAT,REPUBLICAN,REPUBLICAN,REPUBLICAN
176,Minnesota,27,2012,0.4605877353830181,0.5558201927495938,0.5467653472972742,0.5469109744505118,0.5740376851922093,10,0.0,1.0,1.0,1.0,1.0,DEMOCRAT,REPUBLICAN,REPUBLICAN,REPUBLICAN,REPUBLICAN
177,Mississippi,28,2012,0.5580189919878777,0.42760453867241655,0.5856122424680237,0.5933375625459831,0.5761158940150892,6,1.0,0.0,1.0,1.0,1.0,REPUBLICAN,DEMOCRAT,REPUBLICAN,REPUBLICAN,REPUBLICAN
178,Missouri,29,2012,0.5477866675337997,0.5094961697893865,0.5062355905809923,0.504234296526846,0.5404853467755331,10,1.0,1.0,1.0,1.0,1.0,REPUBLICAN,REPUBLICAN,REPUBLICAN,REPUBLICAN,REPUBLICAN
179,Montana,30,2012,0.5703423186388146,0.5865242963141286,0.5712399588828774,0.5901692270396524,0.5856237861298439,3,1.0,1.0,1.0,1.0,1.0,REPUBLICAN,REPUBLICAN,REPUBLICAN,REPUBLICAN,REPUBLICAN
180,Nebraska,31,2012,0.6112939026822536,0.5536589603218043,0.5526280939492594,0.550393839353859,0.5378140039546366,5,1.0,1.0,1.0,1.0,1.0,REPUBLICAN,REPUBLICAN,REPUBLICAN,REPUBLICAN,REPUBLICAN
181,Nevada,32,2012,0.4659245783665346,0.5113602131730546,0.5152076617536281,0.5244964207238496,0.46580173615918596,6,0.0,1.0,1.0,1.0,0.0,DEMOCRAT,REPUBLICAN,REPUBLICAN,REPUBLICAN,DEMOCRAT
182,New Hampshire,33,2012,0.4716624802174189,0.5521692755754639,0.49809776526840466,0.5047645545443515,0.49566282084285973,4,0.0,1.0,0.0,1.0,0.0,DEMOCRAT,REPUBLICAN,DEMOCRAT,REPUBLICAN,DEMOCRAT
183,New Jersey,34,2012,0.4101314886269041,0.42355031583604585,0.4068082006551421,0.4011291551805556,0.3898332666076101,14,0.0,0.0,0.0,0.0,0.0,DEMOCRAT,DEMOCRAT,DEMOCRAT,DEMOCRAT,DEMOCRAT
184,New Mexico,35,2012,0.447047953530913,0.4118459839095423,0.42404076107620625,0.42381349344520913,0.5192213402822006,5,0.0,0.0,0.0,0.0,1.0,DEMOCRAT,DEMOCRAT,DEMOCRAT,DEMOCRAT,REPUBLICAN
185,New York,36,2012,0.3395730512972261,0.4081253237536733,0.3739682667990323,0.36326856562013177,0.34871994537105877,29,0.0,0.0,0.0,0.0,0.0,DEMOCRAT,DEMOCRAT,DEMOCRAT,DEMOCRAT,DEMOCRAT
186,North Carolina,37,2012,0.51034034903005,0.44992675146774275,0.49343724220752705,0.49327092832244546,0.49478703648724576,15,1.0,0.0,0.0,0.0,0.0,REPUBLICAN,DEMOCRAT,DEMOCRAT,DEMOCRAT,DEMOCRAT
187,North Dakota,38,2012,0.6011120828891173,0.6414362688510256,0.6636273471613521,0.6691018312370431,0.6388743664818577,3,1.0,1.0,1.0,1.0,1.0,REPUBLICAN,REPUBLICAN,REPUBLICAN,REPUBLICAN,REPUBLICAN
188,Ohio,39,2012,0.484859432307505,0.5004940415676287,0.49900283825984815,0.49601803708081604,0.5337324720544316,18,0.0,1.0,0.0,0.0,1.0,DEMOCRAT,REPUBLICAN,DEMOCRAT,DEMOCRAT,REPUBLICAN
189,Oklahoma,40,2012,0.6677231974301656,0.5078062471129345,0.5154889050370954,0.5132800245475266,0.5556169067113217,7,1.0,1.0,1.0,1.0,1.0,REPUBLICAN,REPUBLICAN,REPUBLICAN,REPUBLICAN,REPUBLICAN
190,Oregon,41,2012,0.4372883282125261,0.5296020305450146,0.5258660062625253,0.5236313119651612,0.5133727825211736,7,0.0,1.0,1.0,1.0,1.0,DEMOCRAT,REPUBLICAN,REPUBLICAN,REPUBLICAN,REPUBLICAN
191,Pennsylvania,42,2012,0.4726806599810817,0.48849829665989297,0.4829251970097701,0.4811390882283604,0.5048928366484517,20,0.0,0.0,0.0,0.0,1.0,DEMOCRAT,DEMOCRAT,DEMOCRAT,DEMOCRAT,REPUBLICAN
192,Rhode Island,44,2012,0.3598325402111788,0.4588359269250306,0.4373394396050898,0.44485489351613694,0.39759522360311195,4,0.0,0.0,0.0,0.0,0.0,DEMOCRAT,DEMOCRAT,DEMOCRAT,DEMOCRAT,DEMOCRAT
193,South Carolina,45,2012,0.5530825470456537,0.44492334948639956,0.5341741214998379,0.5374153429727215,0.5505645129603494,9,1.0,0.0,1.0,1.0,1.0,REPUBLICAN,DEMOCRAT,REPUBLICAN,REPUBLICAN,REPUBLICAN
194,South Dakota,46,2012,0.5921849913819525,0.5833701304190688,0.5757988979837521,0.580720421767154,0.6124583246183519,3,1.0,1.0,1.0,1.0,1.0,REPUBLICAN,REPUBLICAN,REPUBLICAN,REPUBLICAN,REPUBLICAN
195,Tennessee,47,2012,0.6035107152629404,0.4831397941502189,0.5060429890273426,0.5057496297490474,0.5292985186183046,11,1.0,0.0,1.0,1.0,1.0,REPUBLICAN,DEMOCRAT,REPUBLICAN,REPUBLICAN,REPUBLICAN
196,Texas,48,2012,0.5800789721510639,0.453748244645916,0.446611338500837,0.4451824502791766,0.458259964781206,38,1.0,0.0,0.0,0.0,0.0,REPUBLICAN,DEMOCRAT,DEMOCRAT,DEMOCRAT,DEMOCRAT
197,Utah,49,2012,0.7462618889514748,0.6045738087216566,0.6228006902826664,0.6318742160087112,0.6484125914251635,6,1.0,1.0,1.0,1.0,1.0,REPUBLICAN,REPUBLICAN,REPUBLICAN,REPUBLICAN,REPUBLICAN
198,Vermont,50,2012,0.3175274117360937,0.5504196227519191,0.48305622208297194,0.48705910619543147,0.4821395520294942,3,0.0,1.0,0.0,0.0,0.0,DEMOCRAT,REPUBLICAN,DEMOCRAT,DEMOCRAT,DEMOCRAT
199,Virginia,51,2012,0.4803262331123551,0.4758819180911109,0.4990701468671759,0.49720792679548254,0.5339351993272459,13,0.0,0.0,0.0,0.0,1.0,DEMOCRAT,DEMOCRAT,DEMOCRAT,DEMOCRAT,REPUBLICAN
200,Washington,53,2012,0.4237170172937815,0.5359938581478105,0.5388695665485486,0.5360105851290768,0.5558930513216183,12,0.0,1.0,1.0,1.0,1.0,DEMOCRAT,REPUBLICAN,REPUBLICAN,REPUBLICAN,REPUBLICAN
201,West Virginia,54,2012,0.6367429763204273,0.5535108821149892,0.4972398878233051,0.5046330448824818,0.5084827109177397,5,1.0,1.0,0.0,1.0,1.0,REPUBLICAN,REPUBLICAN,DEMOCRAT,REPUBLICAN,REPUBLICAN
202,Wisconsin,55,2012,0.4653657001712759,0.5507904907293564,0.5368460775456825,0.538044795301829,0.5511340580047062,10,0.0,1.0,1.0,1.0,1.0,DEMOCRAT,REPUBLICAN,REPUBLICAN,REPUBLICAN,REPUBLICAN
203,Wyoming,56,2012,0.7116063401152143,0.6327169606049732,0.6712942871874858,0.6610829853809292,0.5873806903954133,3,1.0,1.0,1.0,1.0,1.0,REPUBLICAN,REPUBLICAN,REPUBLICAN,REPUBLICAN,REPUBLICAN
204,Alabama,1,2016,0.6437405660815012,0.43561678360153255,0.5511847796178202,0.5600334242446223,0.55292058440061,9,1.0,0.0,1.0,1.0,1.0,REPUBLICAN,DEMOCRAT,REPUBLICAN,REPUBLICAN,REPUBLICAN
205,Alaska,2,2016,0.5838565471106807,0.6567925918116728,0.595770115574517,0.587710030048342,0.5603438253378457,3,1.0,1.0,1.0,1.0,1.0,REPUBLICAN,REPUBLICAN,REPUBLICAN,REPUBLICAN,REPUBLICAN
206,Arizona,4,2016,0.5189002340103945,0.47216513875271726,0.4851168069266336,0.48031010721514633,0.4717120888735664,11,1.0,0.0,0.0,0.0,0.0,REPUBLICAN,DEMOCRAT,DEMOCRAT,DEMOCRAT,DEMOCRAT
207,Arkansas,5,2016,0.6428513768977047,0.4924325188731493,0.5040073325812031,0.5028251399689196,0.5369889722203212,6,1.0,0.0,1.0,1.0,1.0,REPUBLICAN,DEMOCRAT,REPUBLICAN,REPUBLICAN,REPUBLICAN
208,California,6,2016,0.3387177945727012,0.42335902684499205,0.3449302650447166,0.35900542139488323,0.3334179265614523,55,0.0,0.0,0.0,0.0,0.0,DEMOCRAT,DEMOCRAT,DEMOCRAT,DEMOCRAT,DEMOCRAT
209,Colorado,8,2016,0.4731666662731756,0.5516837189011272,0.5702160852510119,0.5609466674551271,0.548099517140642,9,0.0,1.0,1.0,1.0,1.0,DEMOCRAT,REPUBLICAN,REPUBLICAN,REPUBLICAN,REPUBLICAN
