STNAME,STATE,YEAR,TOT_POP,MALE_PCT,WHITE_PCT,HISPANIC_PCT,Young_PCT
Virginia,51,2000,5650171,0.4854474315910085,0.7583827108949446,0.04328630053851468,0.5681580256597544
Virginia,51,2004,5959635,0.4847504922700803,0.7504315281053286,0.05177464727286151,0.5454100796441392
Virginia,51,2008,6258482,0.48669214036247127,0.7413228958715548,0.05956971674600966,0.5247846043177883
Virginia,51,2012,6641425,0.48692637498729563,0.7239929683765156,0.0746010080667929,0.5069303650948404
Virginia,51,2016,6860068,0.48760478759102677,0.7123887110156926,0.0806962846432426,0.4939564739008418
Virginia,51,2020,7078671,0.49161954270794617,0.7015158636416355,0.0895432207542913,0.4899659837277365
Washington,53,2000,4654953,0.49391540580538623,0.8720436060256677,0.06259117976056901,0.5666789761357419
Washington,53,2004,4929106,0.4936073600364853,0.8634782859204083,0.07065764055388543,0.5391367116065267
Washington,53,2008,5280081,0.4963421962655497,0.8547842353176022,0.07968949718763785,0.5176801264980594
Washington,53,2012,5573187,0.4952728124859259,0.8292250017808482,0.09604953144403731,0.5051554882332138
Washington,53,2016,5929127,0.4971121380938543,0.8136113461560193,0.10386385719179232,0.4982831367923136
Washington,53,2020,6328721,0.5030570947905588,0.7932327874779121,0.11458555370034483,0.506294557778736
West Virginia,54,2000,1479209,0.48026817035320907,0.9558845301779532,0.006147204350433239,0.5037557234981669
West Virginia,54,2004,1482430,0.4832187691830306,0.9539762417112444,0.007782492259330963,0.4824099620218155
West Virginia,54,2008,1497482,0.48517043944434723,0.9510351376510703,0.009789767089020102,0.46605568547735465
West Virginia,54,2012,1538564,0.49015640558338813,0.9453912869402897,0.0115354317402461,0.4495081127596902
West Virginia,54,2016,1521483,0.49122073661026777,0.9414374002207058,0.01345332152906079,0.4396480276151623
West Virginia,54,2020,1497088,0.49705361341484267,0.9372501816860465,0.016523410781463747,0.43441868480677154
Wisconsin,55,2000,4249534,0.4891778722090469,0.9217212993236434,0.030608061966323836,0.5524525747999663
Wisconsin,55,2004,4412325,0.49217000107653,0.916054687721326,0.036116333225680336,0.5278656943901457
Wisconsin,55,2008,4550332,0.49388638015863456,0.9109895717499294,0.041487741993331474,0.5006553367974029
Wisconsin,55,2012,4636190,0.4931146048803004,0.897589399916742,0.04996559675078027,0.4777994430771819
Wisconsin,55,2016,4717187,0.4940189990348061,0.8905559605756567,0.05522231787715857,0.46691216608542335
Wisconsin,55,2020,4851781,0.4993275665162958,0.8851197117099886,0.060981524104241305,0.46694770435846134
Wyoming,56,2000,390811,0.5002673926783023,0.9563830086665933,0.05653627968506516,0.5469088638753771
Wyoming,56,2004,403083,0.5022439547190033,0.9528360164035695,0.06064507806084603,0.5137924447322264
Wyoming,56,2008,426473,0.5053121768552757,0.9491761494866029,0.06620583249115419,0.5008054437209389
Wyoming,56,2012,461823,0.5097775554703858,0.9379870643081873,0.08304696821076472,0.495735379138761
Wyoming,56,2016,468705,0.5097449355138093,0.9359234486510705,0.08787403590744712,0.4919405596270575
Wyoming,56,2020,467881,0.5128376659877191,0.9334852238069081,0.09158952810650571,0.48336863433223404
